연번,업소명,업소도로명주소,지정일자
883,주식회사 한민마트,대전광역시 서구 갈마로 259 (괴정동),2007-09-12
884,샘머리마트,대전광역시 서구 문예로 174  (둔산동.샘머리@ 분산상가 101호),2007-08-29
885,대박복권방,대전광역시 서구 갈마로 56 (갈마동),2007-06-22
886,GS25 대전맑은아침,대전광역시 서구 갈마로 262 (내동. 맑은아침아파트),2007-06-22
887,해피천,대전광역시 서구 구봉로147번길 68-23 (관저동.1층),2007-06-07
888,씨유 갈마점,대전광역시 서구 신갈마로167번길 2 (갈마동),2007-06-01
889,은혜도매마트,대전광역시 서구 괴정로181번길 28  (용문동),2007-05-29
890,아이스크림하우스,대전광역시 서구 중반3길 60 (변동),2007-05-18
891,GS25 월평새미래점,대전광역시 서구 월평로 33 (월평동),2007-05-03
892,표준슈퍼,대전광역시 서구 괴정로8번길 44 (괴정동),2007-04-05
893,훼미리마트월평해피점,대전광역시 서구 월평로 64  (월평동),2007-03-30
894,인재원구내매점,대전광역시 서구 갈마로 160 (괴정동. KT인재개발원),2007-03-08
895,중앙할인마트,대전광역시 서구 도솔로437번길 29  (탄방동),2007-02-27
896,공주슈퍼,대전광역시 서구 들말6길 51 (가장동),2007-02-23
897,에델바이스,대전광역시 서구 관저로121번길 8  (관저동),2007-01-12
898,대자연할인마트,대전광역시 서구 관저북로 52  (관저동.대자연@ 상가 지하101호),2007-01-08
899,코리아세븐경남점,대전광역시 서구 배재로 162-1  (도마동),2006-12-29
900,오피스넥스대전물류,대전광역시 서구 대덕대로220번길 38  (둔산동),2006-05-18
901,도배왕,대전광역시 서구 계룡로 367 (갈마동),2006-12-28
902,ok할인마트갈마점,대전광역시 서구 갈마로 13-32 (갈마동),2006-12-19
903,아트데코,대전광역시 서구 만년남로3번길 1  (만년동),2006-12-15
904,문구센타위드대전점,대전광역시 서구 둔산로 77  (둔산동.지하),2006-12-12
905,직거래마트,대전광역시 서구 용화2길 39 (도마동),2006-11-22
906,중앙슈퍼,대전광역시 서구 계백로 1468  (도마동),2006-11-02
907,둥지마트,대전광역시 서구 도솔로499번길 23  (용문동),2006-10-17
908,하나로,대전광역시 서구 월평새뜸로4번길 77  (월평동.1층),2006-10-17
909,쿨마트,대전광역시 서구 갈마역로11번길 14  (갈마동),2006-09-27
910,자매하이마켓,대전광역시 서구 변정3길 11  (변동),2006-09-14
911,중앙슈퍼,대전광역시 서구 용화7길 31  (도마동),2006-09-07
912,위즈마트,대전광역시 서구 계룡로583번길 55. B동 102.104호 (탄방동.위즈상가),2006-09-05
913,가나슈퍼,대전광역시 서구 갈마중로38번길 22 (갈마동),2006-07-24
914,땡이와뚱이네,대전광역시 서구 둔산로74번길 12 (둔산동),2006-07-06
915,충일건재상사,대전광역시 서구 변동 30-3호,2006-06-29
916,흥부슈퍼마켓,대전광역시 서구 중반2길 55 (변동),2006-05-22
917,GS25 갈마둔원,대전광역시 서구 괴정로11번길 33 (갈마동),2006-05-15
918,훼미리마트대전가수원점,대전광역시 서구 벌곡로 1353 (가수원동),2006-05-11
919,우리상회,대전광역시 서구 남선로23번길 12  (탄방동),2006-05-03
920,혜진마트,대전광역시 서구 사마7길 42 (도마동),2006-05-03
921,K2편의점,대전광역시 서구 도솔로 388 (괴정동),2006-04-05
922,영광마트,대전광역시 서구 갈마로 298 (가장동),2006-03-28
923,한마루유통,대전광역시 서구 둔산북로 160  (둔산동.럭키한마루상가 지하),2006-03-28
924,대명슈퍼,대전광역시 서구 문정로122번길 22  (탄방동),2006-03-27
925,허*순,대전광역시 서구 괴정로 163 (용문동),2006-03-27
926,리필닷컴,대전광역시 서구 갈마중로 4 (갈마동),2006-03-16
927,DQ24,대전광역시 서구 대덕대로185번길 58  (둔산동),2006-03-07
928,대흥슈퍼,대전광역시 서구 벌곡로1384번길 97 (가수원동),2006-02-27
929,서울유통,대전광역시 서구 도솔로499번길 52 (용문동),2006-02-27
930,구내식당,대전광역시 서구 월드컵대로484번길 77. 가동 02호 (월평동),2006-02-14
931,씨스페이스대전둔산점,대전광역시 서구 대덕대로 182  (둔산동),2006-01-16
932,중앙수선,대전광역시 서구 계룡로615번길 36 (탄방동),2006-01-13
933,갈마할인마트,대전광역시 서구 대덕대로155번길 3  (갈마동),2006-01-03
934,새마을구판장,대전광역시 서구 장안동 339호,2005-12-08
935,신라슈퍼,대전광역시 서구 제비네1길 91 (도마동),2005-11-24
936,근암쌀집,대전광역시 서구 변동중로 28 (도마동),2005-11-23
937,코리아세븐관저중앙점,대전광역시 서구 관저중로96번길 80  (관저동),2005-10-27
938,수인슈퍼,대전광역시 서구 갈마로 311 (가장동),2005-10-12
939,GS내동한빛주유소,대전광역시 서구 대덕대로 24 (내동),2005-10-12
940,하나유통,대전광역시 서구 도마4길 48 (도마동),2005-08-16
941,DQ마트 가장점,대전광역시 서구 갈마로 306 (가장동),2005-07-26
942,로얄마트,대전광역시 서구 문정로170번길 132  (둔산동),2005-06-23
943,한사랑마트,대전광역시 서구 괴정로181번길 41 (용문동),2005-05-31
944,영수화장품,대전광역시 서구 계백로1249번길 142 (정림동),2005-05-04
945,대웅슈퍼,대전광역시 서구 제비네12길 47 (도마동),2005-04-18
946,장수유통,대전광역시 서구 벌곡로1349번길 19 (가수원동),2005-04-06
947,한진슈퍼,대전광역시 서구 용문로 118  (용문동),2005-03-22
948,매직플라워,대전광역시 서구 괴정동 호 11-8,2005-03-18
949,삼양슈퍼,대전광역시 서구 갈마중로8번길 34 (갈마동),2005-01-12
950,내동하이퍼,대전광역시 서구 동서대로1021번길 36 (내동),2005-01-11
951,정림철물,대전광역시 서구 계백로1286번길 46  (정림동),2005-01-06
952,LG25대전큰마을점,대전광역시 서구 대덕대로 141  (갈마동),2004-12-22
953,대한의료기마트,대전광역시 서구 도산로 393 (탄방동),2004-12-16
954,세븐일레븐 대전탄방아트빌점,대전광역시 서구 도솔로412번길 46 (탄방동),2004-10-08
955,원그린슈퍼,대전광역시 서구 대신2길 88 (도마동),2004-09-22
956,웰빙마트,대전광역시 서구 괴정동 호 85-10,2004-09-07
957,알뜰슈퍼,대전광역시 서구 도솔로251번길 14 (내동),2004-08-30
958,아너스빌수퍼,대전광역시 서구 둔산북로 121 (114 둔산동 아너스빌빌딩),2004-08-13
959,티파니골드,대전광역시 서구 월평새뜸로 5  (월평동.패션월드 1층 57호),2004-07-20
960,C마트,대전광역시 서구 계룡로615번길 95 (탄방동),2004-07-15
961,바이더웨이관저원앙점,대전광역시 서구 관저동 41호,2004-07-02
962,관저제일마트,대전광역시 서구 관저중로96번길 29  (관저동),2004-06-25
963,비쥬,대전광역시 서구 도마동 호 50-6,2004-06-09
964,돈돈복권방,대전광역시 서구 계룡로 560 (괴정동),2004-05-21
965,바다해물칼국수,대전광역시 서구 계룡로583번길 6  (탄방동),2004-05-19
966,소비자할인매장,대전광역시 서구 용문동 호 225-7,2004-05-15
967,복권왕국,대전광역시 서구 내동 호 13-19,2004-05-08
968,늘푸른마트,대전광역시 서구 갈마동 호 404-2,2004-04-21
969,대영마트,대전광역시 서구 계룡로354번길 132 (갈마동),2004-04-08
970,을지마트,대전광역시 서구 대덕대로242번길 48  (둔산동.엔에스빌딩 1층),2004-03-06
971,대교조명,대전광역시 서구 갈마동 호 309-3번지,2004-01-10
972,서부할인마트,대전광역시 서구 숭어리샘4길 52  (탄방동),2003-12-02
973,양촌상회,대전광역시 서구 유등로465번길 22  (가장동),2003-11-26
974,바이더웨이 둔산중앙점,대전광역시 서구 둔산3동 713번지 (구번지),2003-11-24
975,대복슈퍼,대전광역시 서구 계룡로649번길 9  (용문동),2003-11-10
976,파워전기조명철물,대전광역시 서구 관저동로93번길 41  (관저동),2003-11-10
977,향우마트,대전광역시 서구 도마로57번길 81-3  (변동),2003-10-31
978,중도석유도마동주유소,대전광역시 서구 계백로 1371 (도마동),2003-10-27
979,중도석유가장주유소,대전광역시 서구 갈마로 321  (가장동),2003-10-27
980,행운복권방,대전광역시 서구 용문로 41-88  (괴정동),2003-10-04
981,서구대대점,대전광역시 서구 관저1동 83번지 6호,2003-09-16
982,복수동점,대전광역시 서구 가수원동 호 375,2003-09-16
983,골드24시월평점,대전광역시 서구 월평새뜸로4번길 96  (월평동),2003-09-02
984,천하제일복권명당가장점,대전광역시 서구 도산로 310. 1층 (가장동),2003-07-03
985,신선마트,대전광역시 서구 관저동로 42  (관저동.느리울마을13단지 분산상가 101호),2003-06-17
986,홈플러스(주) 대전둔산점,대전광역시 서구 문예로 107 (둔산동),2003-06-13
987,(주)코리아세븐로데오점,대전광역시 서구 문정로89번길 32 (탄방동),2003-05-30
988,우진슈퍼,대전광역시 서구 제비네4길 35 (도마동),2003-05-29
989,신원상가마트,대전광역시 서구 계백로 1385 (도마동),2003-05-28
990,소비자마트,대전광역시 서구 월평로13번길 12-37  (월평동),2003-05-21
991,베스토아,대전광역시 서구 만년남로11번길 26 (만년동),2003-05-15
992,수현마트,대전광역시 서구 도솔로519번길 49 (용문동),2003-05-07
993,우정슈퍼,대전광역시 서구 계룡로603번길 17 (탄방동),2003-04-16
994,현대슈퍼,대전광역시 서구 대덕대로111번길 41 (갈마동),2003-03-15
995,계룡생필품,대전광역시 서구 동서대로1014번길 10 (내동),2003-03-15
996,복권명당,대전광역시 서구 만년남로3번길 164  (만년동),2003-03-06
997,영흥슈퍼,대전광역시 서구 괴정로181번길 14-1 (용문동),2003-02-18
998,세븐일레븐갈마공원점,대전광역시 서구 신갈마로 248 (갈마동),2003-01-29
999,뚱뚱이마트,대전광역시 서구 도솔로267번길 62 (내동),2003-01-18
1000,친절할인마트,대전광역시 서구 도림1길 71 (도마동),2003-01-17
1001,(주)코리아세븐도마2호점,대전광역시 서구 배재로 91 (도마동),2003-01-02
1002,(주)코리아세븐용문점,대전광역시 서구 용문로 70 (용문동),2002-12-31
1003,좋은마트,대전광역시 서구 가수원로 46-1 (가수원동),2002-12-26
1004,참좋은마트,대전광역시 서구 계룡로407번길 73 (갈마동),2002-12-24
1005,(주)코리아세븐둔산8호점,대전광역시 서구 둔산서로 9 (둔산동),2002-11-30
1006,동양마트,대전광역시 서구 용문로 44 (괴정동),2002-11-22
1007,씨유 도마향우점,대전광역시 서구 도산로 153 (도마동),2002-11-04
1008,대전원예농협둔산로지점,대전광역시 서구 문정로 136  (탄방동),2002-11-02
1009,(주)코리아세븐청사점,대전광역시 서구 둔산중로134번길 29 (둔산동),2002-10-30
1010,SK네트웍스(주),대전광역시 서구 대덕대로 188 (둔산동),2002-09-27
1011,대풍사,대전광역시 서구 대덕대로 150  (갈마동.큰마을상가228),2002-09-14
1012,(주)코리아세븐 대전용문롯데점,대전광역시 서구 계룡로620번길 23 (용문동),2002-08-29
1013,조양마트,대전광역시 서구 도솔로483번길 68 (탄방동),2002-08-26
1014,크로바하이퍼마켓,대전광역시 서구 둔산로 155 (둔산동.크로바상가지하),2002-08-12
1015,(주)코리아세븐 갈마3호점,대전광역시 서구 대덕대로162번길 29 (갈마동),2002-07-29
1016,영할인마트,대전광역시 서구 도마로 46 (도마동),2002-06-04
1017,세븐일레븐 대전갈마하이점,대전광역시 서구 대덕대로159번길 42 (갈마동),2002-05-28
1018,한양슈퍼,대전광역시 서구 대덕대로 105-14  (갈마동),2002-05-20
1019,선사마트,대전광역시 서구 대덕대로317번길 20  (월평동.선사엔조이 188호),2002-05-02
1020,박소영포토,대전광역시 서구 청사서로 54  (월평동),2002-03-20
1021,모아스토아,대전광역시 서구 신갈마로 123 (갈마동),2002-03-20
1022,씨유 대전갈마둔원점,대전광역시 서구 대덕대로112번길 54 (갈마동),2002-03-08
1023,엽기슈퍼,대전광역시 서구 대덕대로168번길 44  (갈마동),2002-02-20
1024,천하제일복권명당,대전광역시 서구 계룡로 385 (갈마동),2002-02-09
1025,(주)코리아세븐둔산3호점,대전광역시 서구 둔지로 15 (둔산동),2002-02-09
1026,정림종합직판장,대전광역시 서구 정림로24번길 34 (정림동),2002-02-02
1027,세븐일레븐 대전갈마원룸점,대전광역시 서구 갈마중로42번길 56 (갈마동),2002-02-02
1028,편의점키트,대전광역시 서구 갈마동 1485호,2002-01-21
1029,쌍둥이슈퍼,대전광역시 서구 도마로 94 (도마동),2002-01-11
1030,해바라기마트,대전광역시 서구 갈마중로 36 (갈마동),2001-12-29
1031,스타보석,대전광역시 서구 둔산로206번길 26  (둔산동),2001-12-12
1032,(주)코리아세븐 대전둔산대덕점,대전광역시 서구 대덕대로234번길 24 (둔산동),2001-11-19
1033,대지마켓,대전광역시 서구 들말1길 28 (가장동),2001-11-19
1034,(주)코리아세븐 만년점,대전광역시 서구 만년남로 9 (만년동),2001-07-19
1035,보령지업사,대전광역시 서구 조달청길 38 (도마동),2001-09-25
1036,장미미니슈퍼,대전광역시 서구 동서대로1005번길 38 (내동),2001-08-13
1037,서우슈퍼,대전광역시 서구 동서대로 976  (내동.서우(아)상가 1단지 1층),2001-07-25
1038,구봉주공슈퍼,대전광역시 서구 관저로 84 (관저동.구봉마을8단지상가 103호),2001-07-25
1039,해든마켓,대전광역시 서구 벌곡로1379번길 16 (가수원동),2001-07-19
1040,가나유통,대전광역시 서구 둔산로 201  (둔산동),2001-06-18
1041,덕성슈퍼,대전광역시 서구 도마5길 24 (도마동),2001-05-03
1042,청 마 트,대전광역시 서구 흑석동 381호,2001-04-16
1043,가수원골프연습장,대전광역시 서구 벌곡로1384번길 37 (가수원동),2001-04-11
1044,(주)코리아세븐관저점,대전광역시 서구 관저북로 12 (관저동),2001-02-12
1045,중도석유(주)월드컵주유소,대전광역시 서구 문정로 12  (탄방동),2001-02-02
1046,태양슈퍼,대전광역시 서구 도마3길 47 (도마동),2001-01-04
1047,씨유 월평중앙점,대전광역시 서구 월평로 47 (월평동),2000-12-26
1048,이마트24 대전갈마타운점,대전광역시 서구 계룡로367번길 27 (갈마동),2000-12-22
1049,세븐일레븐 탄방3호점,대전광역시 서구 문정로132번길 14  (탄방동),2000-12-18
1050,갈마쌀상회,대전광역시 서구 대덕대로151번길 42  (갈마동),2000-12-08
1051,(주)코리아세븐탄방2호점,대전광역시 서구 계룡로553번안길 45 (탄방동),2000-11-21
1052,월평슈퍼,대전광역시 서구 월평로 28-1  (월평동),2000-01-31
1053,초롱서적문구,대전광역시 서구 청사로 70  (월평동.누리상가 108호),2000-03-09
1054,코리아세븐(주)월평점,대전광역시 서구 청사서로 34  (월평동),2000-03-13
1055,(주)코리아세븐 월평2호점,대전광역시 서구 월평중로 14 (월평동),2000-07-28
1056,행복이 가득한 약국,대전광역시 서구 계룡로 598 (괴정동. 롯데백화점),2000-03-25
1057,시내버스승차권판매소,대전광역시 서구 둔산동 1385호,2000-02-23
1058,우리마트,대전광역시 서구 둔산로 15 (둔산동.향촌아파트상가 1층105호),2000-09-15
1059,미르가람,대전광역시 서구 둔산북로 215  (둔산동),2000-04-26
1060,아이마트,대전광역시 서구 둔산로230번길 7  (둔산동),2000-06-02
1061,삼보유통,대전광역시 서구 영골길 158  (오동.(주)선양주소),2000-06-08
1062,건양학원,대전광역시 서구 관저동로 158  (관저동),2000-02-12
1063,현대슈퍼,대전광역시 서구 남선로60번길 20  (탄방동),2000-04-10
1064,무지개 문구사,대전광역시 서구 계룡로 639 (탄방동),2000-02-18
1065,부여마트,대전광역시 서구 도솔로 509 (용문동),2000-01-28
1066,서천소비자유통,대전광역시 서구 도산로219번길 47 (변동),2000-06-02
1067,위아래 식당,대전광역시 서구 도산로 1 (도마동),2000-03-08
1068,신세기사,대전광역시 서구 둔산중로 19.  B162호 (탄방동.샤크죤1층),1999-11-17
1069,성심병원매점,대전광역시 서구 계룡로 198 (월평동),1999-12-18
1070,봉산문구,대전광역시 서구 신갈마로127번길 33 (갈마동),1999-09-21
1071,백제약국,대전광역시 서구 신갈마로 102  (갈마동.갈마그랜드 프라자 1층 115호),1999-01-18
1072,갈마슈퍼,대전광역시 서구 신갈마로 239-15 (갈마동),1999-01-23
1073,타임마트,대전광역시 서구 관저중로 86-1. 1층 (관저동),1999-09-17
1074,알뜰슈퍼,대전광역시 서구 도산로282번길 80 (가장동),1999-01-14
1075,부일슈퍼,대전광역시 서구 갈마로 330 (가장동),1999-12-10
1076,남양문구,대전광역시 서구 계룡로576번길 57 (괴정동),1999-11-02
1077,문화슈퍼,대전광역시 서구 도산로335번길 63 (괴정동),1999-07-03
1078,이조케터링서비스,대전광역시 서구 둔산중로78번길 45 (둔산동. 대전지방법원),1999-03-22
1079,명 진 사,대전광역시 서구 둔산중로78번길 20  (둔산동.명진B/D지하 B-01),1999-01-12
1080,GS 25 대전동성점,대전광역시 서구 둔산로31번길 35  (둔산동.동성상가 101호),1999-11-25
1081,구봉철물건재,대전광역시 서구 관저동 496-10호,1999-07-23
1082,씨유 대전구봉8단지점,대전광역시 서구 관저서로 52. 104호 (관저동),1999-06-03
1083,계룡휴게실,대전광역시 서구 관저동 609-1호,1999-01-13
1084,양지슈퍼,대전광역시 서구 남선로60번길 40-22  (탄방동),1999-07-29
1085,상록수 문구,대전광역시 서구 만년남로 8  (만년동.상록수 상가110),1999-01-23
1086,신우슈퍼,대전광역시 서구 도산로335번길 25 (용문동),1999-09-14
1087,빵 마을,대전광역시 서구 계룡로 659 (용문동),1999-05-14
1088,무궁화 슈퍼,대전광역시 서구 도솔로519번길 27 (용문동),1999-05-13
1089,변동슈퍼타운,대전광역시 서구 도솔로 206 (변동),1999-10-20
1090,부덕상회,대전광역시 서구 도마로 107 (변동),1999-01-15
1091,삼원철물,대전광역시 서구 도솔4길 41 (도마동),1999-11-02
1092,새동네 슈퍼,대전광역시 서구 도림3길 25 (도마동),1999-10-25
1093,한아름 슈퍼,대전광역시 서구 도솔로 187 (도마동),1999-09-03
1094,행복슈퍼,대전광역시 서구 도마16길 39 (도마동),1999-01-06
1095,개미슈퍼,대전광역시 서구 도마로7번길 29 (도마동),1999-08-03
1096,믿음마트,대전광역시 서구 조달청길 59 (도마동),1999-03-15
1097,시내버스 승차권 판매소,대전광역시 서구 청사로 189  (둔산동),1998-01-12
1098,장안구판장,대전광역시 서구 장안로 418  (장안동),1998-12-24
1099,세봉슈퍼,대전광역시 서구 월평서로25번길 62  (월평동),1998-12-23
1100,영갑철물,대전광역시 서구 청사서로 29 (월평동),1998-12-22
1101,무궁화문구,대전광역시 서구 월평북로 77  (월평동.무화가상가104),1998-09-28
1102,중도석유(주)대덕주유소,대전광역시 서구 월평북로 84  (월평동),1998-02-09
1103,월평생필품 매장,대전광역시 서구 월평로 13  (월평동),1998-02-21
1104,시내버스승차권,대전광역시 서구 가장로 106  (가장동),1998-01-07
1105,새 마음슈퍼,대전광역시 서구 괴정로 134 (가장동),1998-12-12
1106,해 성 당,대전광역시 서구 둔산남로9번길 69  (둔산동.대영 B 1층),1998-11-18
1107,홍익광고,대전광역시 서구 둔산남로 197  (둔산동),1998-11-30
1108,만물슈퍼,대전광역시 서구 가장로 58 (괴정동),1998-12-18
1109,형제상회,대전광역시 서구 계룡로 664-1  (용문동),1998-09-14
1110,서부농협 용문지소,대전광역시 서구 도산로 343 (용문동),1998-10-29
1111,옥천슈퍼,대전광역시 서구 아랫강변1길 50 (용문동),1998-12-22
1112,승진쌀상회,대전광역시 서구 중반1길 8 (변동),1998-12-29
1113,예산슈퍼,대전광역시 서구 중반5길 10 (변동),1998-10-28
1114,코오롱 문구 할인 매장,대전광역시 서구 정림서로 162-18  (정림동.코오롱 상사 103호),1998-12-05
1115,정림전자,대전광역시 서구 정림로70번길 49 (정림동),1998-05-14
1116,송이마트,대전광역시 서구 도솔로 61 (도마동),1998-10-10
1117,성림유통,대전광역시 서구 배재로 139-57 (도마동),1998-04-25
1118,엠씨마트,대전광역시 서구 도산로 83 (도마동),1998-12-24
1119,길목슈퍼,대전광역시 서구 제비네1길 13 (도마동),1998-12-03
1120,상일타일,대전광역시 서구 계백로 1415 (도마동),1998-12-23
1121,진주슈퍼,대전광역시 서구 도솔로39번길 38 (도마동),1998-12-18
1122,(주)코리아세븐 도마점,대전광역시 서구 도솔로 133 (도마동),1998-12-21
1123,대산 상회,대전광역시 서구 도마5길 46 (도마동),1998-12-30
1124,정주슈퍼,대전광역시 서구 조달청길 171 (도마동),1998-12-18
1125,템버 베이커리,대전광역시 서구 도산로 13 (도마동),1998-12-21
1126,선사매점,대전광역시 서구 청사로 121  (월평동),1997-12-23
1127,대성슈퍼,대전광역시 서구 도솔로 425 (탄방동),1997-10-02
1128,서부농협 새둔산지소,대전광역시 서구 문예로 43 (둔산동),1997-03-22
1129,세븐일레븐 월평3호점,대전광역시 서구 월평로 75  (월평동),1996-08-09
1130,현대슈퍼마켓,대전광역시 서구 도산로 239-2. 1층 (내동),1996-10-11
1131,대관령우유서부대리점,대전광역시 서구 동서대로1079번길 19 (내동),1996-06-05
1132,춘천가,대전광역시 서구 둔산남로181번길 9  (둔산동),1996-04-17
1133,서부농업협동조합,대전광역시 서구 문정로2번길 137  (탄방동),1996-06-05
1134,서부 상회,대전광역시 서구 계룡로 689 (용문동),1996-10-11
1135,삼정잡화,대전광역시 서구 정림서로 114 (정림동. 삼정아파트),1996-06-05
1136,대전축협,대전광역시 서구 둔산로 50 (둔산동),1995-05-16
1137,덕진상회,대전광역시 서구 벌곡로1328번안길 124-11  (가수원동),1995-06-30
1138,후생사 1매장,대전광역시 서구 도솔로 72 (도마동),1995-06-16
1139,대우문구,대전광역시 서구 제비네8길 89 (도마동),1995-01-02
1140,영선사진관,대전광역시 서구 도산로 78 (도마동),1995-05-12
1141,둥지문구서점,대전광역시 서구 둔산남로 15  (둔산동.은하수아파트 상가 102),1994-12-23
1142,대전서부농협 한아름지소,대전광역시 서구 청사서로 65  (월평동.한아름아파트상가 지하),1994-11-05
1143,장내슈퍼,대전광역시 서구 도산로369번길 17 (용문동),1994-05-10
1144,삼익프라자슈퍼,대전광역시 서구 복수중로 38 (복수동. 삼익목화아파트),1994-10-11
1145,하이밀베이커리,대전광역시 서구 한밭대로707번길 23  (월평동),1993-07-28
1146,한양인테리어 가구,대전광역시 서구 계룡로 389 (갈마동),1993-09-18
1147,문화상회,대전광역시 서구 신갈마로 203 (갈마동),1993-03-08
1148,우성유통,대전광역시 서구 둔산동  우성아파트지하 상가 12호,1993-08-28
1149,수정미용실,대전광역시 서구 둔산2동 수정타운아파트상가,1993-06-22
1150,풍년식당,대전광역시 서구 둔산로218번길 25  (둔산동),1993-09-06
1151,가수원 떡 방앗간,대전광역시 서구 계백로1158번길 29 (가수원동),1993-03-02
1152,오뚜기 식당,대전광역시 서구 도솔로 416 (탄방동),1993-02-08
1153,신명슈퍼,대전광역시 서구 정림동 226-162호,1993-12-20
1154,농협내동지소소,대전광역시 서구 동서대로 1002  (내동),1992-04-28
1155,서부농협내동지점,대전광역시 서구 동서대로 1002 (내동),1992-04-28
1156,제일문구,대전광역시 서구 가수원로 6  (가수원동.은아아파트상가 나/101),1991-12-30
1157,아트비디오,대전광역시 서구 가장동 164-3호,1990-07-02
1158,은아오토완구점,대전광역시 서구 벌곡로1341번길 8-16 (가수원동),1990-07-23
1159,현대식당,대전광역시 서구 탄방동 350호,1990-09-03
1160,또아종합화장품,대전광역시 서구 괴정로 179 (용문동),1990-07-19
1161,이*랄,대전광역시 서구 가장동 169-10호,1989-11-21
1162,안*수,대전광역시 서구 벌곡로1341번길 8-24 (가수원동),1989-03-09
1163,최*녀,대전광역시 서구 아랫강변4길 66 (용문동),1989-07-15
1164,김*성,대전광역시 서구 정림동 5-2호,1989-03-02
1165,델리조과,대전광역시 서구 도솔로 146 (도마동),1989-03-31
1166,정*심,대전광역시 서구 도마로 24 (도마동),1989-04-13
1167,신*주,대전광역시 서구 벌곡로1379번길 17-20 (가수원동),1988-06-24
1168,박*한,대전광역시 서구 변동 18-35호,1987-04-01
1169,김*희,대전광역시 서구 갈마1동 285번지 8호,1986-01-18
1170,정*자,대전광역시 서구 도산로 194 (변동),1986-09-24
1171,이*희,대전광역시 서구 정림로24번길 6-2  (정림동),1986-06-24
1172,고*순,대전광역시 서구 가수원동 429-1호,1985-07-26
1173,이*자,대전광역시 서구 큰마을5길 100 (탄방동),1985-04-29
1174,오*석,대전광역시 서구 계룡로 518 (탄방동),1985-10-18
1175,전*병,대전광역시 서구 중반4길 103 (변동),1985-07-08
1176,이*수,대전광역시 서구 둔산로 241  (둔산동),1984-07-24
1177,주*성,대전광역시 서구 도솔로 253 (내동),1984-04-04
1178,박*순,대전광역시 서구 갈마로 230-1 (내동),1984-09-01
1179,이*자,대전광역시 서구 도솔로 294 (괴정동),1983-05-04
1180,이*철,대전광역시 서구 탄방동 101-5호,1983-07-23
1181,이*예,대전광역시 서구 도산로 176 (변동),1983-06-22
1182,홍*표,대전광역시 서구 정림동 134-11호,1983-08-25
1183,양*당,대전광역시 서구 정림동 725-16호,1983-09-20
1184,양*자,대전광역시 서구 둔산북로 215  (둔산동),1982-05-11
1185,강*석,대전광역시 서구 가장동 39-22호,1981-11-18
1186,김*운,대전광역시 서구 계룡로662번길 15 (용문동),1981-05-16
1187,채*병,대전광역시 서구 도산로 45 (도마동),1981-05-08
1188,연*환,대전광역시 서구 괴정동 166-2호,1980-04-18
1189,허*,대전광역시 서구 가장로 78 (괴정동),1980-12-19
1190,이*원,대전광역시 서구 둔산동 820-12호,1980-12-25
1191,김*수,대전광역시 서구 우명동 149호,1980-07-31
1192,서*열,대전광역시 서구 계백로1307번길 38 (정림동),1980-12-16
1193,논산슈퍼,대전광역시 서구 도솔로 99 (도마동),1980-12-17
1194,차*순,대전광역시 서구 용문동 590번지 29호,1977-03-17
1195,문*례,대전광역시 서구 갈마동 114-7호,1973-09-28
1196,김*구,대전광역시 서구 둔산동 726호,1972-10-30
1197,황*권,대전광역시 서구 도산로370번길 46 (용문동),1971-04-29
1198,행복마트,대전광역시 서구 탄방로 65 (탄방동),2014-02-27
1199,(주)한화갤러리아타임월드,대전광역시 서구 대덕대로 211 (둔산동),2002-12-26
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
